  Frequency            , (DB(V(U1:2)/V(V3:+)))@1, (DB(V(U1:2)/V(V3:+)))@2, (DB(V(U1:2)/V(V3:+)))@3, (DB(V(U1:2)/V(V3:+)))@4, (P(V(U1:2)))@1       , (P(V(U1:2)))@2       , (P(V(U1:2)))@3       , (P(V(U1:2)))@4       
  1.000000000000e+000  ,2.243528215601e-004  ,2.361255029128e-004  ,2.420152063491e-004  ,2.478424955701e-004  ,-1.333825023822e-001  ,-9.431407060928e-002  ,-6.671146396035e-002  ,-1.334241156907e-002  
  1.059253725177e+000  ,2.229208239458e-004  ,2.361299874980e-004  ,2.427383439986e-004  ,2.492766716468e-004  ,-1.412859047913e-001  ,-9.990253617734e-002  ,-7.066437453455e-002  ,-1.413300149773e-002  
  1.122018454302e+000  ,2.213140964857e-004  ,2.361350190232e-004  ,2.435497176503e-004  ,2.508858439420e-004  ,-1.496576117775e-001  ,-1.058221401941e-001  ,-7.485151126013e-002  ,-1.497043726590e-002  
  1.188502227437e+000  ,2.195113189565e-004  ,2.361406641161e-004  ,2.444600936887e-004  ,2.526913652878e-004  ,-1.585253718568e-001  ,-1.120925040433e-001  ,-7.928675318704e-002  ,-1.585749474725e-002  
  1.258925411794e+000  ,2.174885697581e-004  ,2.361469975714e-004  ,2.454815521761e-004  ,2.547171939936e-004  ,-1.679185776963e-001  ,-1.187344117860e-001  ,-8.398480180306e-002  ,-1.679711431197e-002  
  1.333521432163e+000  ,2.152190083708e-004  ,2.361541032586e-004  ,2.466276471751e-004  ,2.569902117131e-004  ,-1.778683635269e-001  ,-1.257698790604e-001  ,-8.896122977615e-002  ,-1.779241057678e-002  
  1.412537544623e+000  ,2.126725193263e-004  ,2.361620752585e-004  ,2.479135865548e-004  ,2.595405802218e-004  ,-1.884077083250e-001  ,-1.332222260658e-001  ,-9.423253258687e-002  ,-1.884668273317e-002  
  1.496235656094e+000  ,2.098153125014e-004  ,2.361710190793e-004  ,2.493564338232e-004  ,2.624021416246e-004  ,-1.995715451078e-001  ,-1.411161548725e-001  ,-9.981618322239e-002  ,-1.996342548834e-002  
  1.584893192461e+000  ,2.066094748210e-004  ,2.361810531024e-004  ,2.509753345289e-004  ,2.656128674022e-004  ,-2.113968767003e-001  ,-1.494778313146e-001  ,-1.057306901141e-001  ,-2.114634065516e-002  
  1.678804018123e+000  ,2.030124671784e-004  ,2.361923100253e-004  ,2.527917702847e-004  ,2.692153623244e-004  ,-2.239228983598e-001  ,-1.583349717376e-001  ,-1.119956585109e-001  ,-2.239934942995e-002  
  1.778279410039e+000  ,1.989765599967e-004  ,2.362049387150e-004  ,2.548298438367e-004  ,2.732574298270e-004  ,-2.371911276631e-001  ,-1.677169348884e-001  ,-1.186318554938e-001  ,-2.372660539860e-002  
  1.883649089490e+000  ,1.944481998639e-004  ,2.362191060726e-004  ,2.571165988539e-004  ,2.777927063078e-004  ,-2.512455420842e-001  ,-1.776548192534e-001  ,-1.256612788458e-001  ,-2.513250831505e-002  
  1.995262314969e+000  ,1.893672990130e-004  ,2.362349992961e-004  ,2.596823787734e-004  ,2.828813729182e-004  ,-2.661327247205e-001  ,-1.881815661682e-001  ,-1.331072300094e-001  ,-2.662171869737e-002  
  2.113489039837e+000  ,1.836664380158e-004  ,2.362528282019e-004  ,2.625612294081e-004  ,2.885909541749e-004  ,-2.819020186463e-001  ,-1.993320690410e-001  ,-1.409943913721e-001  ,-2.819917329093e-002  
  2.238721138568e+000  ,1.772699711775e-004  ,2.362728280776e-004  ,2.657913507152e-004  ,2.949972140066e-004  ,-2.986056904054e-001  ,-2.111432890535e-001  ,-1.493489081396e-001  ,-2.987010144977e-002  
  2.371373705662e+000  ,1.700930229138e-004  ,2.362952626191e-004  ,2.694156036302e-004  ,3.021851611532e-004  ,-3.162991031836e-001  ,-2.236543777232e-001  ,-1.581984750684e-001  ,-3.164004249141e-002  
  2.511886431510e+000  ,1.620403615118e-004  ,2.363204274850e-004  ,2.734820787416e-004  ,3.102501773206e-004  ,-3.350409002298e-001  ,-2.369068067363e-001  ,-1.675724283489e-001  ,-3.351486408309e-002  
  2.660725059799e+000  ,1.530051356413e-004  ,2.363486539570e-004  ,2.780447343920e-004  ,3.192992828492e-004  ,-3.548931991354e-001  ,-2.509445054814e-001  ,-1.775018429447e-001  ,-3.550078172123e-002  
  2.818382931264e+000  ,1.428674565668e-004  ,2.363803132758e-004  ,2.831641126226e-004  ,3.294525570179e-004  ,-3.759217976095e-001  ,-2.658140067443e-001  ,-1.880196357146e-001  ,-3.760437936945e-002  
  2.985382618918e+000  ,1.314928075401e-004  ,2.364158213983e-004  ,2.889081424116e-004  ,3.408447315898e-004  ,-3.981963914300e-001  ,-2.815646010470e-001  ,-1.991606746625e-001  ,-3.983263132471e-002  
  3.162277660168e+000  ,1.187302590304e-004  ,2.364556442787e-004  ,2.953530409384e-004  ,3.536269787890e-004  ,-4.217908052886e-001  ,-2.982485001472e-001  ,-2.109618946822e-001  ,-4.219292538566e-002  
  3.349654391578e+000  ,1.044104662167e-004  ,2.365003037467e-004  ,3.025843248101e-004  ,3.679689175388e-004  ,-4.467832372900e-001  ,-3.159210102442e-001  ,-2.234624201843e-001  ,-4.469308740075e-002  
  3.548133892336e+000  ,8.834342229037e-005  ,2.365503841224e-004  ,3.106979446719e-004  ,3.840608645681e-004  ,-4.732565179086e-001  ,-3.346407154671e-001  ,-2.367036950194e-001  ,-4.734140728010e-002  
  3.758374042884e+000  ,7.031593761882e-005  ,2.366065395105e-004  ,3.198015581386e-004  ,4.021163601963e-004  ,-5.012983842553e-001  ,-3.544696722615e-001  ,-2.507296201350e-001  ,-5.014666655906e-002  
  3.981071705535e+000  ,5.008881132140e-005  ,2.366695019293e-004  ,3.300159581006e-004  ,4.223750024181e-004  ,-5.310017705544e-001  ,-3.754736153239e-001  ,-2.655866994304e-001  ,-5.311816760742e-002  
  4.216965034286e+000  ,2.739365797482e-005  ,2.367400903114e-004  ,3.414766752265e-004  ,4.451056268740e-004  ,-5.624651157836e-001  ,-3.977221757724e-001  ,-2.813241943030e-001  ,-5.626576458428e-002  
  4.466835921510e+000  ,1.929347138737e-006  ,2.368192205325e-004  ,3.543357759214e-004  ,4.706098750342e-004  ,-5.957926894836e-001  ,-4.212891122883e-001  ,-2.979942874126e-001  ,-5.959989624477e-002  
  4.731512589615e+000  ,-2.664199136843e-005  ,2.369079163832e-004  ,3.687638796149e-004  ,4.992261977663e-004  ,-6.310949368058e-001  ,-4.462525560018e-001  ,-3.156522562175e-001  ,-6.313162071151e-002  
  5.011872336273e+000  ,-5.869944944117e-005  ,2.370073218214e-004  ,3.849524220900e-004  ,5.313343477756e-004  ,-6.684888439213e-001  ,-4.726952699481e-001  ,-3.343566568775e-001  ,-6.687265233136e-002  
  5.308844442310e+000  ,-9.466836923526e-005  ,2.371187143626e-004  ,4.031161948127e-004  ,5.673604203810e-004  ,-7.080983249853e-001  ,-5.007049239664e-001  ,-3.541695191526e-001  ,-7.083540074576e-002  
  5.623413251903e+000  ,-1.350259851052e-004  ,2.372435198720e-004  ,4.234961940479e-004  ,6.077825095501e-004  ,-7.500546319146e-001  ,-5.303743859719e-001  ,-3.751565529674e-001  ,-7.503301231110e-002  
  5.956621435290e+000  ,-1.803077533975e-004  ,2.373833285897e-004  ,4.463628172810e-004  ,6.531370546892e-004  ,-7.944967883071e-001  ,-5.618020305848e-001  ,-3.973873673547e-001  ,-7.947941401552e-002  
  6.309573444802e+000  ,-2.311144542440e-004  ,2.375399128616e-004  ,4.720194495240e-004  ,7.040259621581e-004  ,-8.415720489098e-001  ,-5.950920661655e-001  ,-4.209357025391e-001  ,-8.418936004721e-002  
  6.683439175686e+000  ,-2.881201591806e-004  ,2.377152461504e-004  ,5.008064868200e-004  ,7.611245964264e-004  ,-8.914363861164e-001  ,-6.303548813659e-001  ,-4.458796759687e-001  ,-8.917848118149e-002  
  7.079457843841e+000  ,-3.520811702084e-004  ,2.379115237035e-004  ,5.331058504235e-004  ,8.251907470419e-004  ,-9.442550050610e-001  ,-6.677074123831e-001  ,-4.723020431605e-001  ,-9.446333716440e-002  
  7.498942093325e+000  ,-4.238460486447e-004  ,2.381311846978e-004  ,5.693460510724e-004  ,8.970746907523e-004  ,-1.000202888957e+000  ,-7.072735321705e-001  ,-5.002904742796e-001  ,-1.000614722834e-001  
  7.943282347243e+000  ,-5.043668662643e-004  ,2.383769357663e-004  ,6.100078707080e-004  ,9.777304825003e-004  ,-1.059465376424e+000  ,-7.491844629459e-001  ,-5.299378474387e-001  ,-1.059914743305e-001  
  8.413951416452e+000  ,-5.947118279439e-004  ,2.386517758769e-004  ,6.556307367246e-004  ,1.068228625798e-003  ,-1.122238772634e+000  ,-7.935792134214e-001  ,-5.613425597704e-001  ,-1.122730371765e-001  
  8.912509381337e+000  ,-6.960794322799e-004  ,2.389590221200e-004  ,7.068198728574e-004  ,1.169770290984e-003  ,-1.188730996205e+000  ,-8.406050422716e-001  ,-5.946088573989e-001  ,-1.189270271941e-001  
  9.440608762859e+000  ,-8.098143577332e-004  ,2.393023362474e-004  ,7.642543213166e-004  ,1.283703270748e-003  ,-1.259162263889e+000  ,-8.904179494578e-001  ,-6.298471855209e-001  ,-1.259755537823e-001  
  1.000000000000e+001  ,-9.374252839753e-004  ,2.396857509994e-004  ,8.286959423918e-004  ,1.411539885681e-003  ,-1.333765815161e+000  ,-9.431831971332e-001  ,-6.671745598903e-001  ,-1.334420442686e-001  
  1.059253725177e+001  ,-1.080604883778e-003  ,2.401136959619e-004  ,9.009995099387e-004  ,1.554977078456e-003  ,-1.412788678982e+000  ,-9.990758619688e-001  ,-7.067149611013e-001  ,-1.413513234852e-001  
  1.122018454302e+001  ,-1.241252249351e-003  ,2.405910211116e-004  ,9.821240362801e-004  ,1.715918964661e-003  ,-1.496492485069e+000  ,-1.058281420868e+000  ,-7.485997531677e-001  ,-1.497296983391e-001  
  1.188502227437e+001  ,-1.421498048805e-003  ,2.411230172111e-004  ,1.073145475766e-003  ,1.896502141450e-003  ,-1.585154322146e+000  ,-1.120996372172e+000  ,-7.929681280150e-001  ,-1.586050477278e-001  
  1.258925411794e+001  ,-1.623732744257e-003  ,2.417154303521e-004  ,1.175270974361e-003  ,2.099124091956e-003  ,-1.679067645742e+000  ,-1.187428894603e+000  ,-8.399675776298e-001  ,-1.680069181777e-001  
  1.333521432163e+001  ,-1.850638243188e-003  ,2.423744683073e-004  ,1.289854852898e-003  ,2.326475065212e-003  ,-1.778543238246e+000  ,-1.257799546368e+000  ,-8.897543957545e-001  ,-1.779666256209e-001  
  1.412537544623e+001  ,-2.105223399256e-003  ,2.431067948947e-004  ,1.418416534259e-003  ,2.581573858341e-003  ,-1.883910224006e+000  ,-1.332342006997e+000  ,-9.424942111741e-001  ,-1.885173637612e-001  
  1.496235656094e+001  ,-2.390863829164e-003  ,2.439195075125e-004  ,1.562660649925e-003  ,2.867807979997e-003  ,-1.995517142400e+000  ,-1.411303864699e+000  ,-9.983625548182e-001  ,-1.996943195288e-001  
  1.584893192461e+001  ,-2.711346568159e-003  ,2.448200918547e-004  ,1.724499589871e-003  ,3.188978733996e-003  ,-2.113733081906e+000  ,-1.494947452243e+000  ,-1.057545463101e+000  ,-2.115347961658e-001  
  1.678804018123e+001  ,-3.070920149268e-003  ,2.458163455047e-004  ,1.906078791186e-003  ,3.549351828256e-003  ,-2.238948878281e+000  ,-1.583550734562e+000  ,-1.120240120145e+000  ,-2.240783445478e-001  
  1.778279410039e+001  ,-3.474350761816e-003  ,2.469162603113e-004  ,2.109805096419e-003  ,3.953714189566e-003  ,-2.371578380099e+000  ,-1.677408251579e+000  ,-1.186655541778e+000  ,-2.373669034069e-001  
  1.883649089490e+001  ,-3.926985222814e-003  ,2.481278500478e-004  ,2.338378551932e-003  ,4.407437749560e-003  ,-2.512059784922e+000  ,-1.776832120012e+000  ,-1.257013304495e+000  ,-2.514449491956e-001  
  1.995262314969e+001  ,-4.434821582330e-003  ,2.494589061863e-004  ,2.594828060791e-003  ,4.916551062227e-003  ,-2.660857049499e+000  ,-1.882153098244e+000  ,-1.331548322864e+000  ,-2.663596564159e-001  
  2.113489039837e+001  ,-5.004588281386e-003  ,2.509166601109e-004  ,2.882551354070e-003  ,5.487819721499e-003  ,-2.818461377398e+000  ,-1.993721718675e+000  ,-1.410509679269e+000  ,-2.821610693355e-001  
  2.238721138568e+001  ,-5.643832890001e-003  ,2.525073235839e-004  ,3.205359798764e-003  ,6.128836668283e-003  ,-2.985392787513e+000  ,-2.111909492394e+000  ,-1.494161510244e+000  ,-2.989022861240e-001  
  2.371373705662e+001  ,-6.361021573807e-003  ,2.542354717812e-004  ,3.567528622385e-003  ,6.848123613844e-003  ,-3.162201766884e+000  ,-2.237110191427e+000  ,-1.582783954181e+000  ,-3.166396565716e-001  
  2.511886431510e+001  ,-7.165650572915e-003  ,2.561032236793e-004  ,3.973853201734e-003  ,7.655244961169e-003  ,-3.349471011196e+000  ,-2.369741214317e+000  ,-1.676674165710e+000  ,-3.354329947056e-001  
  2.660725059799e+001  ,-8.068371126476e-003  ,2.581091617885e-004  ,4.429712138821e-003  ,8.560935780971e-003  ,-3.547817256241e+000  ,-2.510245041351e+000  ,-1.776147402696e+000  ,-3.553458077932e-001  
  2.818382931264e+001  ,-9.081129443347e-003  ,2.602469179647e-004  ,4.941137931439e-003  ,9.577245597551e-003  ,-3.757893203463e+000  ,-2.659090786379e+000  ,-1.881538192516e+000  ,-3.764455434261e-001  
  2.985382618918e+001  ,-1.021732350366e-002  ,2.625033323314e-004  ,5.514896137964e-003  ,1.071769996389e-002  ,-3.980389542449e+000  ,-2.816775852887e+000  ,-1.993201585150e+000  ,-3.988038566205e-001  
  3.162277660168e+001  ,-1.149197868146e-002  ,2.648560671150e-004  ,6.158574039506e-003  ,1.199748206047e-002  ,-4.216037072924e+000  ,-2.983827702788e+000  ,-2.111514501554e+000  ,-4.224968991507e-001  
  3.349654391578e+001  ,-1.292194440439e-002  ,2.672705261658e-004  ,6.880679915452e-003  ,1.343363684142e-002  ,-4.465608928350e+000  ,-3.160805747336e+000  ,-2.236877186977e+000  ,-4.476056336622e-001  
  3.548133892336e+001  ,-1.452611431655e-002  ,2.696958909626e-004  ,7.690754173985e-003  ,1.504530058016e-002  ,-4.729922902658e+000  ,-3.348303370617e+000  ,-2.369714780181e+000  ,-4.742161755038e-001  
  3.758374042884e+001  ,-1.632567268571e-002  ,2.720600337006e-004  ,8.599493715753e-003  ,1.685395904197e-002  ,-5.009843880911e+000  ,-3.546950097285e+000  ,-2.510479011075e+000  ,-5.024201656780e-001  
  3.981071705535e+001  ,-1.834437009801e-002  ,2.742630052664e-004  ,9.618891059981e-003  ,1.888373793729e-002  ,-5.306286373757e+000  ,-3.757413917605e+000  ,-2.659650041131e+000  ,-5.323151788559e-001  
  4.216965034286e+001  ,-2.060883181383e-002  ,2.761687156071e-004  ,1.076238992497e-002  ,2.116172979822e-002  ,-5.620217154377e+000  ,-3.980403784456e+000  ,-2.817738463042e+000  ,-5.640051710515e-001  
  4.466835921510e+001  ,-2.314890251945e-002  ,2.775943239348e-004  ,1.204505913337e-002  ,2.371836197944e-002  ,-5.952657995198e+000  ,-4.216672298802e+000  ,-2.985287478630e+000  ,-5.976009723215e-001  
  4.731512589615e+001  ,-2.599803160091e-002  ,2.782967289789e-004  ,1.348378690350e-002  ,2.658781112543e-002  ,-6.304688499871e+000  ,-4.467018602239e+000  ,-3.162875276944e+000  ,-6.332208307761e-001  
  5.011872336273e+001  ,-2.919370348947e-002  ,2.779553900322e-004  ,1.509749779277e-002  ,2.980847018398e-002  ,-6.677449023885e+000  ,-4.732291497690e+000  ,-3.351117638006e+000  ,-6.709910152850e-001  
  5.308844442310e+001  ,-3.277791808392e-002  ,2.761505079052e-004  ,1.690739477624e-002  ,3.342347489485e-002  ,-7.072143674555e+000  ,-5.013392822132e+000  ,-3.550670791753e+000  ,-7.110464855788e-001  
  5.623413251903e+001  ,-3.679772674001e-002  ,2.723353410507e-004  ,1.893722917031e-002  ,3.748129766604e-002  ,-7.490043378025e+000  ,-5.311281098508e+000  ,-3.762234566629e+000  ,-7.535316400252e-001  
  5.956621435290e+001  ,-4.130582983103e-002  ,2.658011124751e-004  ,2.121360134505e-002  ,4.203641788792e-002  ,-7.932488997111e+000  ,-5.626975497723e+000  ,-3.986555868042e+000  ,-7.986011532596e-001  
  6.309573444802e+001  ,-4.636124242098e-002  ,2.556325600851e-004  ,2.376629540386e-002  ,4.715007906107e-002  ,-8.400894479350e+000  ,-5.961560145988e+000  ,-4.224432533772e+000  ,-8.464209181475e-001  
  6.683439175686e+001  ,-5.203003514678e-002  ,2.406516757523e-004  ,2.662865123833e-002  ,5.289114465872e-002  ,-8.896750009244e+000  ,-6.316188817747e+000  ,-4.476717621559e+000  ,-8.971691093251e-001  
  7.079457843841e+001  ,-5.838615796888e-002  ,2.193465395285e-004  ,2.983797757756e-002  ,5.933706645498e-002  ,-9.421625132336e+000  ,-6.692090060202e+000  ,-4.744324193799e+000  ,-9.510373889429e-001  
  7.498942093325e+001  ,-6.551235500726e-002  ,1.897813510618e-004  ,3.343600983129e-002  ,6.657498117806e-002  ,-9.977171811295e+000  ,-7.090572802058e+000  ,-5.028230675833e+000  ,-1.008232279334e+000  
  7.943282347243e+001  ,-7.350117921516e-002  ,1.494827476236e-004  ,3.746941665190e-002  ,7.470295385889e-002  ,-1.056512736536e+001  ,-7.513032506650e+000  ,-5.329486878117e+000  ,-1.068976732339e+000  
  8.413951416452e+001  ,-8.245611613038e-002  ,9.529622439425e-005  ,4.199035918291e-002  ,8.383138922310e-002  ,-1.118731723422e+001  ,-7.960957938280e+000  ,-5.649220788992e+000  ,-1.133511931184e+000  
  8.912509381337e+001  ,-9.249282635489e-002  ,2.320486958155e-005  ,4.705710688160e-002  ,9.408463601958e-002  ,-1.184565749544e+001  ,-8.435938620340e+000  ,-5.988646264542e+000  ,-1.202099368332e+000  
  9.440608762859e+001  ,-1.037405167053e-001  ,-7.189938868164e-005  ,5.273471354455e-002  ,1.056028134195e-001  ,-1.254215705069e+001  ,-8.939673074869e+000  ,-6.349071765576e+000  ,-1.275023252144e+000  
  1.000000000000e+002  ,-1.163434501006e-001  ,-1.965043598600e-004  ,5.909575665375e-002  ,1.185438937198e-001  ,-1.327891937992e+001  ,-9.473977945497e+000  ,-6.731910320117e+000  ,-1.352593306725e+000  
  1.059253725177e+002  ,-1.304626041436e-001  ,-3.588415124682e-004  ,6.622114229566e-002  ,1.330860817482e-001  ,-1.405814374475e+001  ,-1.004079811938e+001  ,-7.138690923758e+000  ,-1.435148043875e+000  
  1.122018454302e+002  ,-1.462774879317e-001  ,-5.693447544164e-004  ,7.420097654820e-002  ,1.494305388543e-001  ,-1.488212570094e+001  ,-1.064221797855e+001  ,-7.571071631119e+000  ,-1.523058604183e+000  
  1.188502227437e+002  ,-1.639881258002e-001  ,-8.412285992281e-004  ,8.313550219501e-002  ,1.678045085238e-001  ,-1.575325675729e+001  ,-1.128047392709e+001  ,-8.030854640790e+000  ,-1.616733287241e+000  
  1.258925411794e+002  ,-1.838172153428e-001  ,-1.191216525408e-003  ,9.313609665726e-002  ,1.884649118974e-001  ,-1.667402299135e+001  ,-1.195796835666e+001  ,-8.520003735376e+000  ,-1.716622919951e+000  
  1.333521432163e+002  ,-2.060124650272e-001  ,-1.640458193631e-003  ,1.043263227853e-001  ,2.117024953850e-001  ,-1.764700240445e+001  ,-1.267728522959e+001  ,-9.040664509570e+000  ,-1.823227249018e+000  
  1.412537544623e+002  ,-2.308491138615e-001  ,-2.215684002506e-003  ,1.168430181542e-001  ,2.378466298715e-001  ,-1.867486076676e+001  ,-1.344120747353e+001  ,-9.595187905170e+000  ,-1.937102591278e+000  
  1.496235656094e+002  ,-2.586326316819e-001  ,-2.950657696742e-003  ,1.308374001107e-001  ,2.672708826852e-001  ,-1.976034567006e+001  ,-1.425273639343e+001  ,-1.018615767548e+001  ,-2.058871037196e+000  
  1.584893192461e+002  ,-2.897015935005e-001  ,-3.888002946405e-003  ,1.464761521479e-001  ,3.003995108402e-001  ,-2.090627847128e+001  ,-1.511511331327e+001  ,-1.081642252619e+001  ,-2.189231583144e+000  
  1.678804018123e+002  ,-3.244307147453e-001  ,-5.081498645320e-003  ,1.639424410141e-001  ,3.377150587865e-001  ,-2.211554377451e+001  ,-1.603184365598e+001  ,-1.148913382942e+001  ,-2.328973673739e+000  
  1.778279410039e+002  ,-3.632340258739e-001  ,-6.598960885589e-003  ,1.834367916400e-001  ,3.797672883356e-001  ,-2.339107606548e+001  ,-1.700672365142e+001  ,-1.220778998686e+001  ,-2.478993775522e+000  
  1.883649089490e+002  ,-4.065681545029e-001  ,-8.525858000906e-003  ,2.051777161788e-001  ,4.271837257402e-001  ,-2.473584308155e+001  ,-1.804386981992e+001  ,-1.297628873092e+001  ,-2.640315790673e+000  
  1.995262314969e+002  ,-4.549356706087e-001  ,-1.096983963231e-002  ,2.294019510352e-001  ,4.806821854289e-001  ,-2.615282547568e+001  ,-1.914775130123e+001  ,-1.379898890477e+001  ,-2.814116372727e+000  
