  Frequency            , (DB(V(U1:2)/V(V3:+)))@1, (DB(V(U1:2)/V(V3:+)))@2, (DB(V(U1:2)/V(V3:+)))@3, (DB(V(U1:2)/V(V3:+)))@4, (P(V(U1:2)))@1       , (P(V(U1:2)))@2       , (P(V(U1:2)))@3       , (P(V(U1:2)))@4       
  4.731512589615e+004  ,-6.079898216300e+001  ,-6.085184752836e+001  ,-6.092493025102e+001  ,-6.138552235167e+001  ,-2.510648607958e+002  ,-2.526501705384e+002  ,-2.544777505700e+002  ,-2.756968921238e+002  
  5.011872336273e+004  ,-6.044497185991e+001  ,-6.048868216198e+001  ,-6.054861944516e+001  ,-6.086434860958e+001  ,-2.542972185681e+002  ,-2.558236067496e+002  ,-2.575879397067e+002  ,-2.777927005752e+002  
  5.308844442310e+004  ,-6.005004213483e+001  ,-6.008603963580e+001  ,-6.013500966205e+001  ,-6.034193359528e+001  ,-2.571099260078e+002  ,-2.585714322467e+002  ,-2.602634214529e+002  ,-2.794222128901e+002  
  5.623413251903e+004  ,-5.962503464310e+001  ,-5.965468360441e+001  ,-5.969470471810e+001  ,-5.982203542459e+001  ,-2.595422096429e+002  ,-2.609358086004e+002  ,-2.625505815452e+002  ,-2.806719291706e+002  
  5.956621435290e+004  ,-5.917825460758e+001  ,-5.920276840554e+001  ,-5.923560888059e+001  ,-5.930637390769e+001  ,-2.616378086197e+002  ,-2.629626500641e+002  ,-2.644984083840e+002  ,-2.816141151791e+002  
  6.309573444802e+004  ,-5.871589311070e+001  ,-5.873630839485e+001  ,-5.876346144121e+001  ,-5.879546339105e+001  ,-2.634405607254e+002  ,-2.646973108106e+002  ,-2.661543680172e+002  ,-2.823084520545e+002  
  6.683439175686e+004  ,-5.824247494115e+001  ,-5.825965357861e+001  ,-5.828234902803e+001  ,-5.828914463775e+001  ,-2.649918262885e+002  ,-2.661821517203e+002  ,-2.675621987569e+002  ,-2.828040057097e+002  
  7.079457843841e+004  ,-5.776125975704e+001  ,-5.777590485027e+001  ,-5.779513813548e+001  ,-5.778691487687e+001  ,-2.663292010658e+002  ,-2.674553902296e+002  ,-2.687609670660e+002  ,-2.831410912082e+002  
  7.498942093325e+004  ,-5.727457102160e+001  ,-5.728724844503e+001  ,-5.730381527885e+001  ,-5.728812699786e+001  ,-2.674860514511e+002  ,-2.685507481775e+002  ,-2.697848790443e+002  ,-2.833528831022e+002  
  7.943282347243e+004  ,-5.678405178284e+001  ,-5.679521244734e+001  ,-5.680974300496e+001  ,-5.679210564651e+001  ,-2.684915322089e+002  ,-2.694975548371e+002  ,-2.706635042955e+002  ,-2.834667476919e+002  
  8.413951416452e+004  ,-5.629085690861e+001  ,-5.630085737444e+001  ,-5.631384710137e+001  ,-5.629821135743e+001  ,-2.693708613657e+002  ,-2.703210832123e+002  ,-2.714221974655e+002  ,-2.835053229985e+002  
  8.912509381337e+004  ,-5.579579431193e+001  ,-5.580491478081e+001  ,-5.581675081766e+001  ,-5.580587268890e+001  ,-2.701457125329e+002  ,-2.710429851077e+002  ,-2.720825916132e+002  ,-2.834873871849e+002  
  9.440608762859e+004  ,-5.529942708862e+001  ,-5.530788656675e+001  ,-5.531886974565e+001  ,-5.531459904843e+001  ,-2.708346430020e+002  ,-2.716817482816e+002  ,-2.726630943505e+002  ,-2.834285562229e+002  
  1.000000000000e+005  ,-5.480214657283e+001  ,-5.481011536890e+001  ,-5.482047817810e+001  ,-5.482398222222e+001  ,-2.714535129022e+002  ,-2.722531349961e+002  ,-2.731793520008e+002  ,-2.833418462523e+002  
  1.059253725177e+005  ,-5.430422417364e+001  ,-5.431183405067e+001  ,-5.432175512372e+001  ,-5.433369163627e+001  ,-2.720158731356e+002  ,-2.727705826957e+002  ,-2.736446668307e+002  ,-2.832381294876e+002  
  1.122018454302e+005  ,-5.380584793712e+001  ,-5.381320027713e+001  ,-5.382281598029e+001  ,-5.384346647233e+001  ,-2.725333128641e+002  ,-2.732455597425e+002  ,-2.740703633097e+002  ,-2.831265064063e+002  
  1.188502227437e+005  ,-5.330714821850e+001  ,-5.331432054367e+001  ,-5.332373418769e+001  ,-5.335310654700e+001  ,-2.730157645809e+002  ,-2.736878757360e+002  ,-2.744661049964e+002  ,-2.830146118344e+002  
  1.258925411794e+005  ,-5.280821564672e+001  ,-5.281526680173e+001  ,-5.282455593364e+001  ,-5.286246308771e+001  ,-2.734717685968e+002  ,-2.741059492679e+002  ,-2.748401662848e+002  ,-2.829088684929e+002  
  1.333521432163e+005  ,-5.230911366628e+001  ,-5.231608792100e+001  ,-5.232531007657e+001  ,-5.237143004746e+001  ,-2.739087005523e+002  ,-2.745070374087e+002  ,-2.751996642294e+002  ,-2.828146984519e+002  
  1.412537544623e+005  ,-5.180988728447e+001  ,-5.181681757202e+001  ,-5.182601480119e+001  ,-5.187993628965e+001  ,-2.743329662265e+002  ,-2.748974316507e+002  ,-2.755507557756e+002  ,-2.827367005806e+002  
  1.496235656094e+005  ,-5.131056917919e+001  ,-5.131747964451e+001  ,-5.132668206245e+001  ,-5.138793878293e+001  ,-2.747501679585e+002  ,-2.752826249265e+002  ,-2.758988054045e+002  ,-2.826788003111e+002  
  1.584893192461e+005  ,-5.081118398382e+001  ,-5.081809198466e+001  ,-5.082732055087e+001  ,-5.089541683020e+001  ,-2.751652467451e+002  ,-2.756674539619e+002  ,-2.762485277077e+002  ,-2.826443767054e+002  
  1.678804018123e+005  ,-5.031175132705e+001  ,-5.031866900060e+001  ,-5.032793768811e+001  ,-5.040236729044e+001  ,-2.755826036927e+002  ,-2.760562207703e+002  ,-2.766041088566e+002  ,-2.826363708199e+002  
  1.778279410039e+005  ,-4.981228803651e+001  ,-4.981922352259e+001  ,-4.982854100538e+001  ,-4.990880071896e+001  ,-2.760062040728e+002  ,-2.764527966223e+002  ,-2.769693104055e+002  ,-2.826573786032e+002  
  1.883649089490e+005  ,-4.931280979840e+001  ,-4.931976819105e+001  ,-4.932913915188e+001  ,-4.941473833856e+001  ,-2.764396668199e+002  ,-2.768607113804e+002  ,-2.773475583803e+002  ,-2.827097309881e+002  
  1.995262314969e+005  ,-4.881333248411e+001  ,-4.882031656876e+001  ,-4.882974270789e+001  ,-4.892020975498e+001  ,-2.768863419233e+002  ,-2.772832306856e+002  ,-2.777420201812e+002  ,-2.827955633924e+002  
  2.113489039837e+005  ,-4.831387330043e+001  ,-4.832088412191e+001  ,-4.833036493023e+001  ,-4.842525133838e+001  ,-2.773493778275e+002  ,-2.777234231328e+002  ,-2.781556714586e+002  ,-2.829168764899e+002  
  2.238721138568e+005  ,-4.781445188393e+001  ,-4.782148918094e+001  ,-4.783102252781e+001  ,-4.792990520637e+001  ,-2.778317806565e+002  ,-2.781842192613e+002  ,-2.785913548037e+002  ,-2.830755898346e+002  
  2.371373705662e+005  ,-4.731509143862e+001  ,-4.732215397276e+001  ,-4.733173654780e+001  ,-4.743421876095e+001  ,-2.783364668193e+002  ,-2.786684639275e+002  ,-2.790518318286e+002  ,-2.832735896930e+002  
  2.511886431510e+005  ,-4.681582000374e+001  ,-4.682290580515e+001  ,-4.683253344487e+001  ,-4.693824475046e+001  ,-2.788663103284e+002  ,-2.791789633975e+002  ,-2.795398299773e+002  ,-2.835127722478e+002  
  2.660725059799e+005  ,-4.631667193552e+001  ,-4.632377848230e+001  ,-4.633344640573e+001  ,-4.644204184796e+001  ,-2.794241859699e+002  ,-2.797185282966e+002  ,-2.800580852088e+002  ,-2.837950831742e+002  
  2.818382931264e+005  ,-4.581768968917e+001  ,-4.582481403399e+001  ,-4.583451700578e+001  ,-4.594567575924e+001  ,-2.800130092808e+002  ,-2.802900133794e+002  ,-2.806093815147e+002  ,-2.841225544433e+002  
  2.985382618918e+005  ,-4.531892599588e+001  ,-4.532606485008e+001  ,-4.533579728557e+001  ,-4.544922089675e+001  ,-2.806357741315e+002  ,-2.808963549133e+002  ,-2.811965880659e+002  ,-2.844973390679e+002  
  3.162277660168e+005  ,-4.482044654299e+001  ,-4.482759632576e+001  ,-4.483735234881e+001  ,-4.495276268077e+001  ,-2.812955885397e+002  ,-2.815406063071e+002  ,-2.818226946203e+002  ,-2.849217443684e+002  
  3.349654391578e+005  ,-4.432233328299e+001  ,-4.432949014179e+001  ,-4.433926360329e+001  ,-4.445640055618e+001  ,-2.819957091776e+002  ,-2.822259724436e+002  ,-2.824908456504e+002  ,-2.853982641839e+002  
  3.548133892336e+005  ,-4.382468851974e+001  ,-4.383184832574e+001  ,-4.384163278875e+001  ,-4.396025184259e+001  ,-2.827395748322e+002  ,-2.829558429799e+002  ,-2.832043734568e+002  ,-2.859296102784e+002  
  3.758374042884e+005  ,-4.332763994589e+001  ,-4.333479826752e+001  ,-4.334458696285e+001  ,-4.346445656738e+001  ,-2.835308388505e+002  ,-2.837338246473e+002  ,-2.839668302991e+002  ,-2.865187429805e+002  
  3.981071705535e+005  ,-4.283134683502e+001  ,-4.283849889122e+001  ,-4.284828464581e+001  ,-4.296918346521e+001  ,-2.843734003078e+002  ,-2.845637722896e+002  ,-2.847820192872e+002  ,-2.871689008191e+002  
  4.216965034286e+005  ,-4.233600762282e+001  ,-4.234314821699e+001  ,-4.235292335636e+001  ,-4.247463736269e+001  ,-2.852714332616e+002  ,-2.854498180081e+002  ,-2.856540234046e+002  ,-2.878836285699e+002  
  4.466835921510e+005  ,-4.184186914214e+001  ,-4.184899257689e+001  ,-4.185874880180e+001  ,-4.198106820059e+001  ,-2.862294129721e+002  ,-2.863963972950e+002  ,-2.865872315495e+002  ,-2.886668026609e+002  
  4.731512589615e+005  ,-4.134923780168e+001  ,-4.135633777417e+001  ,-4.136606601125e+001  ,-4.148878197597e+001  ,-2.872521373349e+002  ,-2.874082704077e+002  ,-2.875863598546e+002  ,-2.895226522874e+002  
  5.011872336273e+005  ,-4.085849301233e+001  ,-4.086556248975e+001  ,-4.087525271525e+001  ,-4.099815390479e+001  ,-2.883447409648e+002  ,-2.884905364277e+002  ,-2.886564657366e+002  ,-2.904557738022e+002  
  5.308844442310e+005  ,-4.037010315652e+001  ,-4.037713423143e+001  ,-4.038677526764e+001  ,-4.050964410421e+001  ,-2.895126983312e+002  ,-2.896486364151e+002  ,-2.898029510980e+002  ,-2.914711349501e+002  
  5.623413251903e+005  ,-3.988464435117e+001  ,-3.989162807688e+001  ,-3.990120736167e+001  ,-4.002381605770e+001  ,-2.907618110729e+002  ,-2.908883407921e+002  ,-2.910315498281e+002  ,-2.925740642713e+002  
  5.956621435290e+005  ,-3.940282215133e+001  ,-3.940974835897e+001  ,-3.941925169015e+001  ,-3.954135803507e+001  ,-2.920981730779e+002  ,-2.922157145561e+002  ,-2.923482932183e+002  ,-2.937702194893e+002  
  6.309573444802e+005  ,-3.892549615114e+001  ,-3.893235325191e+001  ,-3.894176451151e+001  ,-3.906310746636e+001  ,-2.935281051550e+002  ,-2.936370521590e+002  ,-2.937594451441e+002  ,-2.950655269569e+002  
  6.683439175686e+005  ,-3.845370712512e+001  ,-3.846048190457e+001  ,-3.846978277208e+001  ,-3.859007797712e+001  ,-2.950580492505e+002  ,-2.951587720146e+002  ,-2.952713969920e+002  ,-2.964660823394e+002  
  7.079457843841e+005  ,-3.798870587305e+001  ,-3.799538328887e+001  ,-3.800455295892e+001  ,-3.812348834157e+001  ,-2.966944104027e+002  ,-2.967872588382e+002  ,-2.968905105429e+002  ,-2.979780008949e+002  
  7.498942093325e+005  ,-3.753198224475e+001  ,-3.753854524541e+001  ,-3.754756017400e+001  ,-3.766479195489e+001  ,-2.984433334056e+002  ,-2.985286407845e+002  ,-2.986228957791e+002  ,-2.996072043327e+002  
  7.943282347243e+005  ,-3.708529189527e+001  ,-3.709172128513e+001  ,-3.710055499876e+001  ,-3.721570453408e+001  ,-3.003104011279e+002  ,-3.003884883176e+002  ,-3.004741105278e+002  ,-3.013591309272e+002  
  8.413951416452e+005  ,-3.665067716398e+001  ,-3.665695154874e+001  ,-3.666557456344e+001  ,-3.677822662385e+001  ,-3.023002435596e+002  ,-3.023714238472e+002  ,-3.024487709254e+002  ,-3.032383572561e+002  
  8.912509381337e+005  ,-3.623047715499e+001  ,-3.623657301069e+001  ,-3.624495291974e+001  ,-3.635465617136e+001  ,-3.044160521752e+002  ,-3.044806366517e+002  ,-3.045500671278e+002  ,-3.052481248105e+002  
  9.440608762859e+005  ,-3.582732081111e+001  ,-3.583321272621e+001  ,-3.584131452483e+001  ,-3.594758510830e+001  ,-3.066590044264e+002  ,-3.067173077934e+002  ,-3.067791888298e+002  ,-3.073897741593e+002  
  1.000000000000e+006  ,-3.544409586181e+001  ,-3.544975700293e+001  ,-3.545754371981e+001  ,-3.555987285959e+001  ,-3.090276191764e+002  ,-3.090799656904e+002  ,-3.091346810493e+002  ,-3.096621044868e+002  
  1.059253725177e+006  ,-3.508388650396e+001  ,-3.508928934720e+001  ,-3.509672304070e+001  ,-3.519458948075e+001  ,-3.115170856969e+002  ,-3.115638147861e+002  ,-3.116117723759e+002  ,-3.120606974522e+002  
  1.122018454302e+006  ,-3.474987417600e+001  ,-3.475499152250e+001  ,-3.476203466822e+001  ,-3.485492234026e+001  ,-3.141186345913e+002  ,-3.141601054984e+002  ,-3.142017436108e+002  ,-3.145772699301e+002  
  1.188502227437e+006  ,-3.444519939387e+001  ,-3.445000564854e+001  ,-3.445662289048e+001  ,-3.454404352706e+001  ,-3.168190439183e+002  ,-3.168556385905e+002  ,-3.168914297591e+002  ,-3.171991459913e+002  
  1.258925411794e+006  ,-3.417278855585e+001  ,-3.417726119390e+001  ,-3.418342135703e+001  ,-3.426494079025e+001  ,-3.196003899990e+002  ,-3.196325134299e+002  ,-3.196629648140e+002  ,-3.199089569781e+002  
  1.333521432163e+006  ,-3.393515738472e+001  ,-3.393927847100e+001  ,-3.394495665071e+001  ,-3.402022244031e+001  ,-3.224401501403e+002  ,-3.224682275388e+002  ,-3.224938769634e+002  ,-3.226846799694e+002  
  1.412537544623e+006  ,-3.373421075204e+001  ,-3.373796832870e+001  ,-3.374314780451e+001  ,-3.381191489992e+001  ,-3.253117354763e+002  ,-3.253362060172e+002  ,-3.253576133224e+002  ,-3.255001003279e+002  
  1.496235656094e+006  ,-3.357106462911e+001  ,-3.357445376824e+001  ,-3.357912746189e+001  ,-3.364127817723e+001  ,-3.281854742074e+002  ,-3.282067816802e+002  ,-3.282245157975e+002  ,-3.283257298953e+002  
  1.584893192461e+006  ,-3.344591725277e+001  ,-3.344894059644e+001  ,-3.345311182928e+001  ,-3.350866679029e+001  ,-3.310299870186e+002  ,-3.310485683011e+002  ,-3.310631913176e+002  ,-3.311301353077e+002  
  1.678804018123e+006  ,-3.335799165163e+001  ,-3.336065933475e+001  ,-3.336434173821e+001  ,-3.341345970972e+001  ,-3.338138163791e+002  ,-3.338300891496e+002  ,-3.338421392957e+002  ,-3.338815486096e+002  
  1.778279410039e+006  ,-3.330556082874e+001  ,-3.330788978420e+001  ,-3.331110636037e+001  ,-3.335407272784e+001  ,-3.365071139578e+002  ,-3.365214652594e+002  ,-3.365314410349e+002  ,-3.365495691466e+002  
  1.883649089490e+006  ,-3.328605277822e+001  ,-3.328806553050e+001  ,-3.329084700616e+001  ,-3.332805265258e+001  ,-3.390831749761e+002  ,-3.390959520757e+002  ,-3.391042995037e+002  ,-3.391067427698e+002  
  1.995262314969e+006  ,-3.329621912477e+001  ,-3.329794225621e+001  ,-3.330032498245e+001  ,-3.333223880542e+001  ,-3.415196405060e+002  ,-3.415311450081e+002  ,-3.415382493508e+002  ,-3.415298298974e+002  
  2.113489039837e+006  ,-3.333234220982e+001  ,-3.333380471498e+001  ,-3.333582840783e+001  ,-3.336296738030e+001  ,-3.437992574097e+002  ,-3.438097429478e+002  ,-3.438159253401e+002  ,-3.438006391122e+002  
  2.238721138568e+006  ,-3.339045280761e+001  ,-3.339168453301e+001  ,-3.339339012687e+001  ,-3.341629056210e+001  ,-3.459101685081e+002  ,-3.459198417320e+002  ,-3.459253603577e+002  ,-3.459063862346e+002  
  2.371373705662e+006  ,-3.346653394042e+001  ,-3.346756425440e+001  ,-3.346899206858e+001  ,-3.348818484004e+001  ,-3.478457792511e+002  ,-3.478548034013e+002  ,-3.478598582482e+002  ,-3.478396159735e+002  
  2.511886431510e+006  ,-3.355669337722e+001  ,-3.355755014840e+001  ,-3.355873847595e+001  ,-3.357472974634e+001  ,-3.496042960019e+002  ,-3.496127961750e+002  ,-3.496175361374e+002  ,-3.495977769013e+002  
  2.660725059799e+006  ,-3.365729571472e+001  ,-3.365800461635e+001  ,-3.365898876016e+001  ,-3.367224663902e+001  ,-3.511880505948e+002  ,-3.511961198180e+002  ,-3.512006509375e+002  ,-3.511825644559e+002  
  2.818382931264e+006  ,-3.376505231783e+001  ,-3.376563643032e+001  ,-3.376644814943e+001  ,-3.377739484674e+001  ,-3.526027208515e+002  ,-3.526104262459e+002  ,-3.526148200932e+002  ,-3.525991446848e+002  
  2.985382618918e+006  ,-3.387707268125e+001  ,-3.387755233957e+001  ,-3.387821963297e+001  ,-3.388722817593e+001  ,-3.538565365351e+002  ,-3.538639250589e+002  ,-3.538682265561e+002  ,-3.538553525709e+002  
  3.162277660168e+006  ,-3.399088374268e+001  ,-3.399127656655e+001  ,-3.399182370924e+001  ,-3.399921810174e+001  ,-3.549595341181e+002  ,-3.549666375934e+002  ,-3.549708718641e+002  ,-3.549609327003e+002  
  3.349654391578e+006  ,-3.410442471068e+001  ,-3.410474575819e+001  ,-3.410519350831e+001  ,-3.411125124654e+001  ,-3.559228985846e+002  ,-3.559297378857e+002  ,-3.559339159605e+002  ,-3.559268641270e+002  
  3.548133892336e+006  ,-3.421602468416e+001  ,-3.421628667894e+001  ,-3.421665258685e+001  ,-3.422160860365e+001  ,-3.567584099941e+002  ,-3.567649983947e+002  ,-3.567691217666e+002  ,-3.567647897607e+002  
  3.758374042884e+006  ,-3.432436933228e+001  ,-3.432458292557e+001  ,-3.432488169197e+001  ,-3.432893300922e+001  ,-3.574779978452e+002  ,-3.574843435979e+002  ,-3.574884077266e+002  ,-3.574865549214e+002  
  3.981071705535e+006  ,-3.442846162596e+001  ,-3.442863566635e+001  ,-3.442887951156e+001  ,-3.443219008435e+001  ,-3.580933969698e+002  ,-3.580995052267e+002  ,-3.581035021405e+002  ,-3.581038496054e+002  
  4.216965034286e+006  ,-3.452758034923e+001  ,-3.452772214215e+001  ,-3.452792116194e+001  ,-3.453062657392e+001  ,-3.586158936221e+002  ,-3.586217678178e+002  ,-3.586256879751e+002  ,-3.586279433806e+002  
  4.466835921510e+006  ,-3.462123901645e+001  ,-3.462135456297e+001  ,-3.462151705637e+001  ,-3.462372886314e+001  ,-3.590561483443e+002  ,-3.590617911528e+002  ,-3.590656247232e+002  ,-3.590694994089e+002  
  4.731512589615e+006  ,-3.470914693069e+001  ,-3.470924114057e+001  ,-3.470937390244e+001  ,-3.471118351991e+001  ,-3.594240820010e+002  ,-3.594294959700e+002  ,-3.594332336699e+002  ,-3.594384537207e+002  
  5.011872336273e+006  ,-3.479117343750e+001  ,-3.479125031474e+001  ,-3.479135889088e+001  ,-3.479284099382e+001  ,-3.597288122727e+002  ,-3.597340002172e+002  ,-3.597376338168e+002  ,-3.597439466933e+002  
  5.308844442310e+006  ,-3.486731592786e+001  ,-3.486737872968e+001  ,-3.486746763547e+001  ,-3.486868307448e+001  ,-3.599786293217e+002  ,-3.599835945452e+002  ,-3.599871171395e+002  ,-3.599942951066e+002  
  5.623413251903e+006  ,-3.493767179105e+001  ,-3.493772316212e+001  ,-3.493779606725e+001  ,-3.493879433794e+001  ,-3.601810009594e+002  ,-3.601857473547e+002  ,-3.601891534690e+002  ,-3.601969947926e+002  
  5.956621435290e+006  ,-3.500241427675e+001  ,-3.500245636140e+001  ,-3.500251624441e+001  ,-3.500333755476e+001  ,-3.603425992427e+002  ,-3.603471313110e+002  ,-3.603504168970e+002  ,-3.603587455421e+002  
  6.309573444802e+006  ,-3.506177206898e+001  ,-3.506180660429e+001  ,-3.506185588068e+001  ,-3.506253286730e+001  ,-3.604693419108e+002  ,-3.604736647295e+002  ,-3.604768270903e+002  ,-3.604854914634e+002  
  6.683439175686e+006  ,-3.511601227971e+001  ,-3.511604067203e+001  ,-3.511608129986e+001  ,-3.511664044313e+001  ,-3.605664433983e+002  ,-3.605705625575e+002  ,-3.605736002314e+002  ,-3.605824713605e+002  
  7.079457843841e+006  ,-3.516542651878e+001  ,-3.516544990651e+001  ,-3.516548347288e+001  ,-3.516594625753e+001  ,-3.606384713003e+002  ,-3.606423928230e+002  ,-3.606453054462e+002  ,-3.606542748737e+002  
  7.498942093325e+006  ,-3.521031967793e+001  ,-3.521033898268e+001  ,-3.521036677432e+001  ,-3.521075063712e+001  ,-3.606894051387e+002  ,-3.606931353948e+002  ,-3.606959235566e+002  ,-3.607049011348e+002  
  7.943282347243e+006  ,-3.525100106905e+001  ,-3.525101703722e+001  ,-3.525104009791e+001  ,-3.525135919898e+001  ,-3.607226950811e+002  ,-3.607262407019e+002  ,-3.607289058019e+002  ,-3.607378175160e+002  
  8.413951416452e+006  ,-3.528777757352e+001  ,-3.528779081006e+001  ,-3.528780998719e+001  ,-3.528807583601e+001  ,-3.607413189262e+002  ,-3.607446867238e+002  ,-3.607472308366e+002  ,-3.607560167346e+002  
  8.912509381337e+006  ,-3.532094848579e+001  ,-3.532095948141e+001  ,-3.532097546369e+001  ,-3.532119742616e+001  ,-3.607478361977e+002  ,-3.607510330906e+002  ,-3.607534588411e+002  ,-3.607620711157e+002  
  9.440608762859e+006  ,-3.535080176468e+001  ,-3.535081091795e+001  ,-3.535082426585e+001  ,-3.535100997437e+001  ,-3.607444386032e+002  ,-3.607474715513e+002  ,-3.607497820030e+002  ,-3.607581832485e+002  
  1.000000000000e+007  ,-3.537761143961e+001  ,-3.537761907468e+001  ,-3.537763024505e+001  ,-3.537778592970e+001  ,-3.607329964408e+002  ,-3.607358723881e+002  ,-3.607380709435e+002  ,-3.607462325955e+002  
